date0,local_ip0,remote_asn0,flows0,date1,local_ip1,remote_asn1,flows1,date2,local_ip2,remote_asn2,flows2,date3,local_ip3,remote_asn3,flows3,date4,local_ip4,remote_asn4,flows4,date5,local_ip5,remote_asn5,flows5,date6,local_ip6,remote_asn6,flows6,date7,local_ip7,remote_asn7,flows7,date8,local_ip8,remote_asn8,flows8,date9,local_ip9,remote_asn9,flows9
715,0,10796,1,718,1,18182,1,727,2,30496,1,818,3,6802,6,815,4,22855,13,802,5,13867,2,815,6,14744,15,726,7,19296,3,807,8,55,5,721,9,36031,20
715,0,11427,1,718,1,21844,13,727,2,32575,2,818,3,7018,2,815,4,23342,3,802,5,17676,2,815,6,18566,2,726,7,19647,2,807,8,73,8,721,9,36088,267
715,0,11707,1,718,1,24851,2,727,2,33260,4,818,3,7132,1,815,4,29895,46,802,5,21844,1,815,6,29550,5,726,7,21792,8,807,8,109,4,721,9,36323,5
715,0,13121,2,718,1,25532,1,727,2,33438,1,818,3,8048,1,815,4,31976,83,802,5,27257,2,816,6,174,2,726,7,21844,49,807,8,209,2,721,9,36856,2
715,0,13307,1,718,1,28753,842,727,2,33651,3,818,3,9583,1,816,4,2614,1,802,5,39561,1,816,6,1668,4,726,7,23342,3,807,8,702,2,722,9,3561,1
715,0,13462,16,718,1,32743,4,728,2,46,1,818,3,9808,1,816,4,2697,1,803,5,2152,2,816,6,2614,2,726,7,25751,2,807,8,1103,1,722,9,7132,1
715,0,13749,1,719,1,2152,2,728,2,209,55,818,3,12578,1,816,4,3320,91,803,5,2614,2,816,6,2697,1,726,7,25867,36,807,8,2152,20,722,9,8070,2
715,0,13867,1,719,1,2828,2,728,2,1239,442,818,3,14361,1,816,4,3561,6,803,5,3462,2,816,6,3064,2,726,7,26056,11,807,8,2200,3,722,9,8075,2
715,0,14501,1,719,1,3265,1390,728,2,1312,154,818,3,21844,2,816,4,4134,9,803,5,3561,1,816,6,4134,20,726,7,26101,3,807,8,2259,4,723,9,3561,2
715,0,15169,14,719,1,3462,887,728,2,1901,2,818,3,29550,1,816,4,6428,1,803,5,4134,10,816,6,4713,2,726,7,32313,11,807,8,2857,3,723,9,8070,3
715,0,15497,1,719,1,3595,2,728,2,3561,7,818,3,32613,4,816,4,7132,46,803,5,4766,5,816,6,4812,1,726,7,33130,2,807,8,3561,2,724,9,25,2
715,0,15772,1,719,1,3794,2,728,2,4812,36,819,3,137,2,816,4,9316,156,803,5,4812,4,816,6,6724,2,726,7,33694,6,807,8,3598,4,724,9,174,3
715,0,15802,2,719,1,4134,3,728,2,5650,162,819,3,1659,2,816,4,11022,2,803,5,4837,2,816,6,7018,3,726,7,35216,2,807,8,3999,6,724,9,209,8
715,0,17964,1,719,1,4266,2,728,2,5661,2,819,3,2152,2,816,4,12322,2,803,5,5483,2,816,6,8220,2,726,7,36856,51,807,8,4266,2,724,9,714,25
715,0,17968,1,719,1,4323,1,728,2,6364,1,819,3,3215,2,816,4,14778,2,803,5,5719,2,816,6,9316,2,727,7,71,4,807,8,4713,1,724,9,1239,3
715,0,19262,3,719,1,4766,4,728,2,6366,1,819,3,3292,2,816,4,15169,87,803,5,6128,2,816,6,9803,1,727,7,109,3,807,8,6140,2,724,9,1668,50
715,0,19742,1,719,1,4812,2,728,2,6478,2,819,3,3462,1,816,4,22855,37,803,5,7132,2,816,6,12322,4,727,7,209,1,807,8,7018,19,724,9,2044,1
715,0,20258,1,719,1,4837,7,728,2,7018,5,819,3,3505,2,816,4,23342,3,803,5,8070,3,816,6,15965,1,727,7,766,1,807,8,7472,5,724,9,2140,49
715,0,23106,1,719,1,6461,9,728,2,7132,3,819,3,4134,313,816,4,31976,83,803,5,8075,6,816,6,22489,1,727,7,1239,32,807,8,8001,2,724,9,2152,90
715,0,24867,30,719,1,7015,1,728,2,7377,143,819,3,4713,7,816,4,33651,117,803,5,9803,2,816,6,31797,4,727,7,1781,1,807,8,8070,7,724,9,2828,11
715,0,25653,1,719,1,7016,1,728,2,9316,1,819,3,5413,1,817,4,4323,1,803,5,12181,1,817,6,4134,5,727,7,2152,83,807,8,8075,4,724,9,2914,322
715,0,26085,7,719,1,8376,2,728,2,11414,6,819,3,6461,6,817,4,7132,14,803,5,13867,2,817,6,4713,5,727,7,3333,1,807,8,11486,6,724,9,3356,33
715,0,26101,4,719,1,9808,1,728,2,13749,1,819,3,8048,1,817,4,9304,169,803,5,15305,2,817,6,6325,1,727,7,3356,13,807,8,12168,1,724,9,3561,141
715,0,26347,2,719,1,9829,2,728,2,16572,20,819,3,8972,1,817,4,9803,2,804,5,701,3,817,6,9304,2,727,7,3561,116,807,8,12552,2,724,9,3595,1
715,0,27357,1,719,1,9908,1,728,2,17964,7,819,3,9318,2,817,4,10796,15,804,5,1239,1,817,6,9808,1,727,7,3614,6,807,8,13890,2,724,9,4182,78
715,0,27699,2,719,1,9919,1,728,2,19918,185,819,3,9930,2,817,4,12322,2824,804,5,1955,4,817,6,27257,2,727,7,3701,6,807,8,14550,6,724,9,4265,23
715,0,28573,1,719,1,11351,2,728,2,21844,2,819,3,12006,3,817,4,14777,2,804,5,2152,2,817,6,31983,1,727,7,6432,21,807,8,15169,360,724,9,4513,1
715,0,30374,1,719,1,14777,13,728,2,24400,79,819,3,21844,1,817,4,14778,2,804,5,3561,4,818,6,87,2,727,7,8070,1,807,8,17374,3,724,9,5662,165
715,0,31252,169,719,1,14778,4,728,2,29863,4,820,3,2501,2,817,4,15169,86,804,5,4812,14,818,6,4134,2,727,7,8075,2,807,8,19250,4,724,9,6432,90
715,0,32445,4,719,1,15169,2,728,2,30315,1,820,3,3320,2,817,4,19548,1,804,5,5413,2,818,6,4766,2,727,7,8176,5,807,8,20940,2,724,9,6939,6
715,0,33287,1,719,1,15706,2,728,2,30496,207,820,3,4134,3,817,4,22855,14,804,5,8070,6,818,6,5078,5,727,7,8560,4,807,8,22205,2,724,9,7091,1
715,0,36066,1,719,1,16852,3,728,2,33260,16,820,3,6197,1,817,4,27257,3,804,5,8075,4,818,6,6802,5,727,7,8708,1,807,8,22822,4,724,9,7151,2
715,0,36149,1,719,1,17897,2,728,2,33650,17,820,3,7796,1,817,4,31976,85,804,5,9155,5,818,6,7018,4,727,7,9156,20,807,8,22982,2,724,9,7224,10
715,0,36727,1,719,1,18101,1,728,2,33651,25,820,3,8343,2,817,4,31983,4375,804,5,9371,1,818,6,7132,1,727,7,9723,13,807,8,26238,5,724,9,7349,14
716,0,205,1,719,1,19094,3,729,2,81,4,820,3,8514,2,818,4,3561,4,804,5,9768,4,818,6,9583,2,727,7,10763,1,807,8,27357,2,724,9,7743,27
716,0,209,1,719,1,19262,1,729,2,209,2,820,3,9304,1,818,4,6428,1,804,5,13867,2,818,6,9808,1,727,7,10910,2,807,8,32878,1,724,9,8070,3
716,0,701,3,719,1,22773,2,729,2,1312,215,820,3,9371,2,818,4,6802,1,804,5,25232,2,818,6,12578,1,727,7,11351,1,807,8,33554,2,724,9,8075,5
716,0,2518,1,719,1,23606,1,729,2,2152,3,820,3,9768,1,818,4,7018,1,804,5,32475,1,818,6,14361,2,727,7,11486,1,807,8,36856,15,724,9,8176,2
716,0,3267,1,719,1,25532,1,729,2,3450,1,820,3,9800,1,818,4,7132,200,805,5,2152,3,818,6,17638,1,727,7,12168,8,808,8,3,8,724,9,8182,5
716,0,3462,3,719,1,27810,2,729,2,3561,12,820,3,9803,1,818,4,9583,51,805,5,3561,1,818,6,21844,3,727,7,12182,30,808,8,18,11,724,9,10442,37
716,0,3561,6,719,1,32743,2,729,2,3701,1,820,3,13407,2,818,4,13767,1,805,5,3591,1,818,6,29550,5,727,7,12222,64,808,8,109,8,724,9,10763,9
716,0,3671,7,719,1,34320,1,729,2,4323,8,820,3,18566,2,818,4,14743,2,805,5,4134,23,818,6,32613,3,727,7,12322,2,808,8,174,3,724,9,10794,78
716,0,3786,1,719,1,35908,2,729,2,5650,2,820,3,21840,2,818,4,14778,2,805,5,4323,1,819,6,137,2,727,7,13768,5,808,8,209,1,724,9,11040,3
716,0,4766,1,720,1,680,1,729,2,6366,4,820,3,21844,1,818,4,15169,80,805,5,4665,2,819,6,1659,2,727,7,14383,6,808,8,786,3,724,9,11266,91
716,0,4837,2,720,1,701,2,729,2,6461,1,820,3,24940,4,818,4,15965,1,805,5,4732,2,819,6,3215,4,727,7,14806,1,808,8,1668,10,724,9,11303,21
716,0,5462,2,720,1,1103,10,729,2,6478,49,820,3,30315,3,818,4,21844,1,805,5,4812,2,819,6,3292,2,727,7,15169,103,808,8,1742,1,724,9,11486,18
716,0,6140,33,720,1,1668,2,729,2,6568,2,820,3,40028,1,818,4,22855,14,805,5,5413,1,819,6,3462,1,727,7,16482,4,808,8,1842,4,724,9,11563,3
716,0,7029,1,720,1,2819,7,729,2,7132,3,821,3,3320,1,818,4,23342,2,805,5,7132,1,819,6,3505,2,727,7,16509,47,808,8,2152,26,724,9,11922,1
716,0,7132,5,720,1,2828,2,729,2,7377,198,821,3,4713,5,818,4,31976,83,805,5,7497,1,819,6,4134,530,727,7,17225,1,808,8,3561,4,724,9,11944,10
716,0,7470,3,720,1,3265,1313,729,2,9929,1,821,3,4750,4,818,4,32613,2,805,5,8070,7,819,6,4713,3,727,7,18924,48,808,8,3598,2,724,9,12111,10
716,0,7738,2,720,1,3352,1,729,2,12769,1,821,3,4766,5,818,4,33651,10,805,5,8075,3,819,6,4812,3,727,7,21817,2,808,8,3701,2,724,9,12168,32
716,0,8167,2,720,1,3462,1,729,2,19181,1,821,3,7455,5,819,4,137,1,805,5,9803,1,819,6,4837,1,727,7,21839,1,808,8,3741,6,724,9,12179,4
716,0,8560,558,720,1,3561,5,729,2,21840,1,821,3,8402,1,819,4,3292,16,805,5,9808,1,819,6,5413,2,727,7,21844,49,808,8,4266,1,724,9,12182,19
716,0,8972,2,720,1,4134,14,729,2,27596,3,821,3,9808,1,819,4,3462,1,805,5,9812,24,819,6,7796,1,727,7,25867,6,808,8,5662,31,724,9,12222,55
716,0,9121,1,720,1,4266,2,729,2,30099,4,821,3,18302,1,819,4,4134,4,805,5,12778,1,819,6,8972,1,727,7,26496,5,808,8,6140,1,724,9,13322,2
716,0,10481,1,720,1,4766,5,729,2,33260,4,821,3,24940,1,819,4,7018,19,805,5,13749,1,819,6,9318,1,727,7,29720,2,808,8,6327,1,724,9,13323,14
716,0,11530,1,720,1,4837,1364,729,2,33650,194,821,3,29550,2,819,4,8972,3,805,5,13867,2,819,6,9930,2,727,7,31800,12,808,8,7018,7,724,9,13650,15
716,0,12876,1,720,1,6197,1,729,2,36828,3,822,3,2914,4,819,4,9318,163,805,5,15974,2,819,6,13749,1,727,7,36856,59,808,8,7132,1,724,9,13756,23
716,0,13462,23,720,1,6327,1,730,2,174,1,822,3,3269,1,819,4,13749,15,805,5,25560,1,819,6,13767,1,728,7,109,6,808,8,8001,1,724,9,14912,2
716,0,13664,1,720,1,6461,18,730,2,1312,140,822,3,3356,1,819,4,14778,2,805,5,29131,2,819,6,16306,2,728,7,209,2,808,8,8070,6,724,9,15169,902
716,0,17968,1,720,1,8376,2,730,2,2614,1,822,3,4134,10,819,4,15169,12,805,5,32475,3,819,6,21844,2,728,7,2152,41,808,8,8075,19,724,9,15334,3
716,0,18302,101,720,1,9318,4,730,2,3450,1,822,3,4538,54,819,4,29895,176,806,5,12,2,820,6,2501,1,728,7,2828,1,808,8,9829,1,724,9,16509,23
716,0,19262,1,720,1,9800,2,730,2,3561,11,822,3,4750,1,819,4,31976,91,806,5,17,1,820,6,3320,3,728,7,3561,13,808,8,11078,1,724,9,16807,9
716,0,26085,7,720,1,10994,2,730,2,4134,1,822,3,6478,2,819,4,33651,13,806,5,156,1,820,6,4134,3,728,7,3701,3,808,8,11305,3,724,9,17225,30
716,0,26101,4,720,1,12390,2,730,2,4323,4,822,3,6746,3,820,4,2501,7,806,5,209,1,820,6,4812,6,728,7,4264,3,808,8,11486,1,724,9,17231,4
716,0,27699,1,720,1,14361,2,730,2,6140,1,822,3,7018,2,820,4,3320,2,806,5,1955,4,820,6,6197,2,728,7,6432,18,808,8,11944,1,724,9,19296,11
716,0,33651,1,720,1,14777,12,730,2,6478,1,822,3,7545,2,820,4,3729,12,806,5,2042,4,820,6,7796,1,728,7,6461,4,808,8,12168,2,724,9,21792,6
716,0,35005,5,720,1,14778,10,730,2,7132,3,822,3,8560,2,820,4,4134,2,806,5,2116,2,820,6,8514,2,728,7,7941,2,808,8,12552,1,724,9,22205,1
717,0,209,1,720,1,14780,1,730,2,7377,132,822,3,9394,1,820,4,4323,1,806,5,2152,4,820,6,9269,1,728,7,8070,3,808,8,13827,5,724,9,22277,2
717,0,701,5,720,1,17897,3,730,2,8001,1,822,3,9803,2,820,4,6428,1,806,5,3790,1,820,6,9304,1,728,7,9156,7,808,8,13890,1,724,9,22903,2
717,0,2828,1,720,1,25074,10,730,2,11426,4,822,3,10197,1,820,4,7132,15,806,5,4134,11,820,6,9371,2,728,7,10738,11,808,8,15169,498,724,9,25751,2
717,0,2907,23,720,1,28573,2,730,2,14492,1,822,3,12832,2,820,4,8514,1,806,5,4538,1,820,6,9768,2,728,7,10790,142,808,8,16807,1,724,9,26062,8
717,0,3240,1,720,1,30099,2,730,2,15227,117,822,3,13601,1,820,4,9304,169,806,5,4766,2,820,6,9800,1,728,7,10933,3,808,8,16852,10,724,9,29854,6
717,0,3267,1279,720,1,34320,1,730,2,16572,15,822,3,15965,1,820,4,9371,1,806,5,7132,1,820,6,13407,2,728,7,11486,5,808,8,17374,2,724,9,30209,2
717,0,3269,1,720,1,35908,3,730,2,17465,2,822,3,17676,1,820,4,9800,1,806,5,7303,1,820,6,17785,1,728,7,12168,2,808,8,20401,5,724,9,31883,3
717,0,3561,25,721,1,81,2,730,2,19318,1,822,3,19094,4,820,4,14778,13,806,5,7497,1,820,6,18566,2,728,7,12182,8,808,8,20940,1,724,9,33694,2
717,0,3671,9,721,1,209,6,730,2,29863,4,822,3,21844,2,820,4,24940,2,806,5,8070,8,820,6,21840,2,728,7,12222,5,808,8,22205,1,724,9,36839,1
717,0,3786,1,721,1,2018,1,730,2,30099,4,822,3,32632,1,820,4,29895,95,806,5,8075,3,820,6,24940,4,728,7,12322,6,808,8,22822,2,724,9,36856,2
717,0,4134,1,721,1,2152,1,730,2,32102,4,823,3,3269,14,820,4,30315,2,806,5,9353,1,820,6,30315,2,728,7,15083,2,808,8,22982,1,725,9,71,6
717,0,4766,2,721,1,2200,2,730,2,33260,4,823,3,4181,2,820,4,31976,87,806,5,13867,2,820,6,40028,1,728,7,15169,72,808,8,25847,6,725,9,102,59
717,0,5396,12,721,1,2828,2,730,2,33650,169,823,3,4837,1,821,4,3320,1060,806,5,14492,1,821,6,3320,2,728,7,16710,152,808,8,27357,51,725,9,553,17
717,0,5462,1,721,1,3215,2,731,2,47,1,823,3,6197,1,821,4,3561,8,806,5,24940,1,821,6,4713,2,728,7,17233,5,808,8,31883,1,725,9,559,29
717,0,5617,4,721,1,3265,1340,731,2,81,1,823,3,6478,2,821,4,7132,212,806,5,29550,2,821,6,4750,1,728,7,18924,47,808,8,32067,3,725,9,1668,5
717,0,6386,1,721,1,3320,1,731,2,1312,88,823,3,7629,1,821,4,7455,1,807,5,1955,1,821,6,4766,2,728,7,19024,1,808,8,32878,1,725,9,2152,299
717,0,6432,1,721,1,3462,872,731,2,3561,10,823,3,12271,2,821,4,8402,1,807,5,2152,3,821,6,4812,1,728,7,19647,4,808,8,33554,1,725,9,2911,21
717,0,6724,1,721,1,3561,4,731,2,3595,2,823,3,14501,2,821,4,14778,6,807,5,3462,5,821,6,4837,1,728,7,21568,6,808,8,36856,11,725,9,3079,6
717,0,6939,1,721,1,3794,10,731,2,4134,1,823,3,17839,5,821,4,18302,2,807,5,3561,1,821,6,7455,2,728,7,21844,22,809,8,9,10,725,9,3356,51
717,0,6993,2,721,1,4134,36,731,2,4323,4,823,3,21844,1,821,4,22855,34,807,5,4134,2,821,6,8402,2,728,7,25867,3,809,8,11,2,725,9,3458,20
717,0,8151,1,721,1,4266,2,731,2,5650,109,823,3,24679,1,821,4,23342,4,807,5,4837,29,821,6,9808,1,728,7,26201,2,809,8,109,1,725,9,3561,52
717,0,8584,1,721,1,4323,1,731,2,6478,12,823,3,29339,2,821,4,24940,3141,807,5,6167,2,821,6,18302,3,728,7,30217,1,809,8,209,2,725,9,3701,2
717,0,8638,1,721,1,4741,1,731,2,7132,14,823,3,33650,16,821,4,29550,1,807,5,7132,2,821,6,24940,2,728,7,33070,3,809,8,701,8,725,9,4182,23
717,0,8708,1,721,1,4766,4,731,2,7377,79,824,3,1659,1,821,4,31976,85,807,5,8070,5,821,6,29550,5,728,7,33419,11,809,8,1668,8,725,9,4265,33
717,0,9498,1,721,1,4812,2,731,2,11414,19,824,3,3215,4,821,4,33651,691,807,5,8075,6,822,6,2914,3,728,7,36856,13,809,8,2110,3,725,9,4436,4
717,0,9617,1,721,1,4814,1,731,2,18530,2,824,3,4134,1,822,4,174,133,807,5,13867,2,822,6,3269,1,729,7,109,9,809,8,2152,13,725,9,4513,2
717,0,10429,1,721,1,4837,22,731,2,21840,1,824,3,4812,1,822,4,2914,2,807,5,14265,2,822,6,3356,1,729,7,2152,1,809,8,3269,847,725,9,5048,170
717,0,10532,1,721,1,6221,2,731,2,22625,1,824,3,6057,1,822,4,3356,169,807,5,15083,2,822,6,4134,23,729,7,3112,6,809,8,3356,6,725,9,5464,1
717,0,11427,1,721,1,6400,1,731,2,24863,388,824,3,6385,1,822,4,3561,18,807,5,18177,5,822,6,4538,79,729,7,3356,1,809,8,3462,496,725,9,5539,1
717,0,11683,1,721,1,6461,1,731,2,29863,4,824,3,6395,4,822,4,4134,2,807,5,19262,1,822,6,4750,1,729,7,3561,1,809,8,3561,9,725,9,5779,87
717,0,12252,52,721,1,6478,3,731,2,30099,8,824,3,6478,1,822,4,4323,1,807,5,25973,1,822,6,6478,1,729,7,8070,1,809,8,3701,1,725,9,6334,6
717,0,13462,13,721,1,6724,17,731,2,32102,52,824,3,11172,1,822,4,4538,1,807,5,30340,2,822,6,7545,1,729,7,8075,4,809,8,4266,1,725,9,6432,89
717,0,13749,2,721,1,7132,2,731,2,33650,70,824,3,12874,2,822,4,6428,1,808,5,209,1,822,6,8560,2,729,7,8246,2,809,8,4837,1,725,9,6461,2
717,0,13867,1,721,1,7643,2,731,2,33651,4,824,3,21844,2,822,4,6478,2,808,5,2152,3,822,6,10197,1,729,7,18924,48,809,8,5662,25,725,9,6939,4
717,0,14291,1,721,1,8151,1,731,2,36384,6,824,3,29550,1,822,4,7018,16,808,5,3595,1,822,6,12832,1,729,7,30380,2,809,8,6140,1,725,9,7018,97
717,0,15412,1,721,1,8708,1,801,2,47,1,825,3,3462,2,822,4,7132,240,808,5,3741,1,822,6,13601,2,730,7,109,6,809,8,8001,1,725,9,7132,1
717,0,16338,1,721,1,9318,1,801,2,59,1,825,3,4134,3,822,4,7545,2,808,5,4134,4,822,6,17676,1,730,7,2152,1,809,8,8070,3,725,9,7260,36
717,0,16509,2,721,1,9394,1,801,2,81,4,825,3,4765,1,822,4,8402,2375,808,5,4713,4,822,6,19094,1,730,7,3701,1,809,8,8075,4,725,9,7349,26
717,0,17633,1,721,1,9498,1,801,2,701,17,825,3,4837,28,822,4,8560,1,808,5,4732,4,822,6,32632,2,730,7,7132,1,809,8,9304,1,725,9,8070,4
717,0,19262,1,721,1,9924,2,801,2,1312,84,825,3,5511,1,822,4,10197,1,808,5,4812,3,823,6,2152,4,730,7,8070,2,809,8,10755,3,725,9,8075,34
717,0,24783,1,721,1,9929,1,801,2,3557,3,825,3,6197,1,822,4,12832,1,808,5,7132,1,823,6,3269,13,730,7,8075,2,809,8,11486,6,725,9,8121,75
717,0,26085,1,721,1,10154,1,801,2,3561,15,825,3,7132,1,822,4,14778,4,808,5,8070,8,823,6,4134,3,730,7,9156,1,809,8,12552,1,725,9,8176,7
717,0,33489,1,721,1,11115,1,801,2,3659,1,825,3,7545,2,822,4,17676,1,808,5,8075,3,823,6,4812,4,730,7,15169,7,809,8,13890,1,725,9,9194,3
717,0,33651,1,721,1,11427,1,801,2,5650,161,825,3,9316,1,822,4,22855,96,808,5,9712,2,823,6,4837,6,730,7,18924,48,809,8,15169,437,725,9,10565,2
717,0,35592,1,721,1,11486,4,801,2,6106,2,825,3,9625,2,822,4,23342,5,808,5,9829,2,823,6,6197,6,730,7,19306,40,809,8,16206,970,725,9,10763,1
718,0,209,3,721,1,12251,1,801,2,6366,2,825,3,11845,1,822,4,29550,3,808,5,12173,2,823,6,6478,1,730,7,21844,3,809,8,17374,2,725,9,11040,10
718,0,701,3,721,1,12302,11,801,2,6478,4,825,3,12006,4,822,4,29895,120,808,5,13867,2,823,6,6746,1,730,7,26347,4,809,8,20940,1,725,9,11184,31
718,0,714,1,721,1,12880,2,801,2,7132,12,825,3,13609,1,822,4,31976,80,808,5,15305,4,823,6,7629,1,730,7,36856,2,809,8,22205,1,725,9,11305,5
718,0,2152,1,721,1,13749,672,801,2,7377,74,825,3,19875,2,822,4,32632,1,808,5,33314,1,823,6,9394,1,731,7,109,7,809,8,22822,2,725,9,11486,109
718,0,2819,1,721,1,14777,9,801,2,7774,2,825,3,25973,1,822,4,33651,729,808,5,35017,1,823,6,9929,1,731,7,1239,4,809,8,22982,1,725,9,11944,22
718,0,2914,1,721,1,14778,4,801,2,8001,2,825,3,29550,1,822,4,36561,1,809,5,2152,9,823,6,12271,2,731,7,2152,1,809,8,27357,2,725,9,12079,4
718,0,3269,1,721,1,15169,2,801,2,9316,307,825,3,32632,2,823,4,3269,8,809,5,2697,2,823,6,14501,2,731,7,3561,1,809,8,29550,1,725,9,12168,130
718,0,3462,1,721,1,17184,2,801,2,11414,14,826,3,2152,3,823,4,3561,6,809,5,2914,2,823,6,17839,5,731,7,3701,3,809,8,30060,2,725,9,12179,8
718,0,3561,37,721,1,17622,2,801,2,12322,1,826,3,3462,2,823,4,6428,1,809,5,3215,1,823,6,21844,1,731,7,4134,1,809,8,30217,15,725,9,12182,26
718,0,3671,15,721,1,17850,2,801,2,15169,1,826,3,4134,5,823,4,6478,7,809,5,3269,2,823,6,24679,2,731,7,7018,1,809,8,33554,1,725,9,12217,7
718,0,4837,1,721,1,18118,4,801,2,16246,3,826,3,4323,2,823,4,7132,6,809,5,3790,2,823,6,26101,3,731,7,7132,2,809,8,36856,3,725,9,12222,77
718,0,5384,1,721,1,19262,1,801,2,16572,2,826,3,5561,2,823,4,14501,1,809,5,7132,2,823,6,29339,1,731,7,7726,4,810,8,109,6,725,9,12651,2
718,0,5617,4,721,1,19548,2,801,2,19181,1,826,3,6478,1,823,4,14777,2,809,5,8070,4,823,6,36752,1,731,7,8070,3,810,8,1668,4,725,9,13030,4
718,0,5645,1,721,1,21844,2,801,2,21928,2,826,3,7497,9,823,4,14780,2,809,5,8075,6,824,6,1659,2,731,7,8473,54,810,8,2152,5,725,9,13322,4
718,0,5778,1,721,1,22291,1,801,2,29863,4,826,3,8167,1,823,4,22855,14,809,5,9803,1,824,6,2152,12,731,7,8560,1,810,8,3701,1,725,9,13323,1
718,0,6147,1,721,1,22689,1,801,2,30099,8,826,3,9318,1,823,4,23342,3,809,5,13867,2,824,6,4134,1,731,7,9156,6,810,8,5662,11,725,9,13756,35
718,0,6432,1,721,1,29571,2,801,2,32102,10,826,3,9800,54,823,4,24679,97,809,5,21844,2,824,6,4837,2,731,7,10763,1,810,8,5763,1,725,9,14033,96
718,0,6724,1,721,1,34104,1,801,2,33650,14,826,3,12392,11,823,4,29339,3,809,5,29550,2,824,6,5662,1,731,7,11486,14,810,8,7496,1,725,9,14780,200
718,0,6939,1,721,1,35315,2,801,2,36114,2,826,3,13213,2,823,4,31976,83,809,5,31797,5,824,6,6057,4,731,7,15169,60,810,8,8070,1,725,9,14904,30
718,0,7029,1,721,1,37945,1,802,2,16,2,826,3,15270,2,823,4,33651,193,810,5,209,2,824,6,6385,6,731,7,18924,48,810,8,8075,1,725,9,15169,311
718,0,7228,1,722,1,8,1,802,2,81,13,826,3,16339,2,823,4,36017,2,810,5,1668,3,824,6,6395,2,731,7,20474,2,810,8,11486,47,725,9,15226,8
718,0,7314,4051,722,1,1967,2,802,2,1239,278,827,3,4134,33,823,4,36561,1,810,5,1901,1,824,6,6478,2,731,7,21844,12,810,8,13462,3,725,9,15334,4
718,0,7643,1,722,1,3265,1375,802,2,1312,107,827,3,7497,123,824,4,3561,2,810,5,2152,9,824,6,8075,1,731,7,36856,11,810,8,15169,215,725,9,16276,5
718,0,7738,1,722,1,3561,10,802,2,2637,1,827,3,8111,1,824,4,4134,2,810,5,2828,1,824,6,11172,1,801,7,109,11,810,8,17184,1,725,9,16509,42
718,0,7992,1,722,1,3595,1,802,2,3561,9,827,3,8151,1,824,4,4323,1,810,5,3549,2,824,6,12874,2,801,7,209,19,810,8,36856,4,725,9,16759,2
718,0,8075,1,722,1,3786,24,802,2,4230,1,827,3,9318,1,824,4,4538,3,810,5,3595,1,824,6,15169,30,801,7,237,3,811,8,3,3,725,9,16810,3
718,0,8341,1,722,1,4134,13,802,2,4323,4,827,3,9800,31,824,4,4755,1,810,5,4713,4,824,6,17110,1,801,7,1239,6,811,8,27,2,725,9,17012,3
718,0,9143,2,722,1,4230,2,802,2,5650,158,827,3,15270,1,824,4,7132,13,810,5,4812,2,824,6,20401,2,801,7,2152,35,811,8,47,4,725,9,17225,6
718,0,9318,2,722,1,4538,1,802,2,6079,5,827,3,15389,2,824,4,10796,16,810,5,4837,25,824,6,26101,5,801,7,3561,20,811,8,55,1,725,9,17228,2
718,0,11486,1,722,1,4691,1,802,2,6478,6,827,3,18566,1,824,4,11172,1,810,5,5763,4,824,6,29550,2,801,7,3582,10,811,8,70,66,725,9,19296,16
718,0,11643,2,722,1,4755,1,802,2,7132,6,827,3,27257,2,824,4,22855,12,810,5,6147,4,824,6,33650,18,801,7,3701,3,811,8,109,9,725,9,19893,2
718,0,11829,1,722,1,4766,8,802,2,7377,97,827,3,32229,2,824,4,23342,1,810,5,7132,2,824,6,36752,3,801,7,4513,1,811,8,137,2,725,9,20183,15
718,0,11913,1,722,1,4812,1,802,2,7774,1,827,3,35511,2,824,4,29895,6,810,5,8070,5,824,6,36856,5,801,7,6354,13,811,8,174,10,725,9,20284,1
718,0,12322,1,722,1,4837,2,802,2,11414,6,828,3,1239,2,824,4,31976,85,810,5,8075,5,825,6,3462,2,801,7,6432,1,811,8,217,3,725,9,20461,41
718,0,12392,1,722,1,6316,1,802,2,17676,1,828,3,4134,2,824,4,37945,1,810,5,9706,1,825,6,3491,3,801,7,7132,2,811,8,559,13,725,9,21568,2
718,0,12929,1,722,1,6461,9,802,2,20057,10,828,3,4766,2,825,4,1215,20,810,5,13867,2,825,6,4134,4,801,7,8070,3,811,8,714,1,725,9,21844,1
718,0,13237,2,722,1,6467,36,802,2,29863,9,828,3,5410,3,825,4,3561,4,810,5,14361,2,825,6,4765,1,801,7,8560,1,811,8,786,31,725,9,22758,21
718,0,13367,1,722,1,6478,12,802,2,32102,7,828,3,6478,2,825,4,4765,7,810,5,17184,3,825,6,4812,1,801,7,9156,5,811,8,1668,16,725,9,22822,4
718,0,13462,21,722,1,7132,1,802,2,33260,4,828,3,8401,1,825,4,4837,4,810,5,19916,1,825,6,4837,7,801,7,10763,3,811,8,2152,65,725,9,25751,7
718,0,15635,1,722,1,7470,1,802,2,33650,15,828,3,9316,1,825,4,6428,1,810,5,36066,4,825,6,6197,2,801,7,10933,1,811,8,2611,6,725,9,25897,2
718,0,15663,1,722,1,7738,1,803,2,111,17,828,3,9803,1,825,4,7132,57,811,5,209,1,825,6,7132,1,801,7,11486,6,811,8,2637,8,725,9,26101,45
